Trip_ID,Start_Location,Destination,Country,Start_Date,End_Date,Duration_Days,Accommodation_Type,Accommodation_Cost,Transport_Type,Transport_Cost,Food_Cost,Activity_Cost,Base_Currency,User_Selected_Currency,Currency_Rate,Total_Expense,Distance_km,Train_Class
2948,Jaipur,Sydney,Australia,2024-02-22,2024-03-04,11,Hotel 4-star,275,Bus,47.74,165.0,742.5,USD,AED,3.67,4514.98,10428,
2949,Surat,Dubai,UAE,2024-05-30,2024-06-03,4,Hotel 4-star,100,Bus,8.17,34.0,153.0,USD,INR,83.0,24499.11,1848,
2950,Hyderabad,Berlin,Germany,2024-02-06,2024-02-15,9,Hostel,63,Bus,38.15,157.5,708.75,USD,EUR,0.92,890.01,6805,
2951,Bengaluru,Paris,France,2024-05-14,2024-05-25,11,Hotel 3-star,132,Bike,381.24,187.0,841.5,USD,GBP,0.79,1217.97,7849,
2952,Ahmedabad,Tokyo,Japan,2024-02-24,2024-03-02,7,Hotel 3-star,84,Flight,349.78,98.0,441.0,USD,AED,3.67,3570.1,6529,
2953,Mumbai,Berlin,Germany,2024-05-18,2024-05-22,4,Hotel 5-star,160,Bus,12.66,70.0,315.0,USD,INR,83.0,46285.78,6286,
2954,Bengaluru,Dubai,UAE,2024-08-10,2024-08-18,8,Hotel 3-star,96,Flight,354.88,68.0,306.0,USD,JPY,153.0,126206.64,2705,
2955,Kolkata,New York,USA,2024-02-04,2024-02-13,9,Hotel 5-star,360,Flight,882.58,94.5,425.25,USD,GBP,0.79,1392.24,12746,
2956,Delhi,Bengaluru,India,2024-04-18,2024-04-26,8,Hotel 3-star,96,Flight,873.71,96.0,432.0,USD,EUR,0.92,1377.89,1750,
2957,Bengaluru,New York,USA,2024-04-23,2024-04-29,6,Hostel,42,Train,,63.0,283.5,USD,INR,83.0,,13368,Raj_3A
2958,Ahmedabad,Berlin,Germany,2024-08-26,2024-09-03,8,Airbnb,560,Car,691.72,140.0,630.0,USD,GBP,0.79,1597.16,5929,
2959,Mumbai,London,UK,2024-02-07,2024-02-14,7,Hostel,49,Bus,6.71,133.0,598.5,USD,AED,3.67,2889.06,7192,
2960,Jaipur,Dubai,UAE,2024-08-12,2024-08-24,12,Hotel 3-star,144,Bike,49.93,102.0,459.0,USD,JPY,153.0,115504.29,2056,
2961,Delhi,Paris,France,2024-05-04,2024-05-05,1,Hotel 3-star,12,Bike,319.21,17.0,76.5,USD,AED,3.67,1558.69,6572,
2962,Hyderabad,Dubai,UAE,2024-05-14,2024-05-22,8,Hotel 4-star,200,Car,144.67,68.0,306.0,USD,GBP,0.79,567.75,2553,
2963,Ahmedabad,Tokyo,Japan,2024-08-12,2024-08-21,9,Airbnb,630,Bus,33.28,126.0,567.0,USD,GBP,0.79,1071.46,6529,
2964,Surat,New York,USA,2024-03-03,2024-03-08,5,Hotel 4-star,125,Car,862.89,52.5,236.25,USD,JPY,153.0,195325.92,12327,
2965,Ahmedabad,Bengaluru,India,2024-05-21,2024-05-26,5,Hotel 3-star,60,Bus,5.88,60.0,270.0,USD,USD,1.0,395.88,1237,
2966,Jaipur,London,UK,2024-04-29,2024-05-03,4,Hotel 3-star,48,Bike,366.43,76.0,342.0,USD,INR,83.0,69091.69,6750,
2967,Surat,Bengaluru,India,2024-04-23,2024-04-30,7,Hostel,49,Bus,23.61,84.0,378.0,USD,JPY,153.0,81795.33,1043,
2968,Bengaluru,Tokyo,Japan,2024-05-13,2024-05-15,2,Hotel 5-star,80,Train,,28.0,126.0,USD,EUR,0.92,,6658,Raj_3A
2969,Bengaluru,New York,USA,2024-07-05,2024-07-15,10,Airbnb,700,Flight,702.16,105.0,472.5,USD,EUR,0.92,1821.29,13368,
2970,Delhi,Mumbai,India,2024-08-20,2024-08-22,2,Hotel 5-star,80,Flight,794.04,24.0,108.0,USD,JPY,153.0,153924.12,1153,
2971,Bengaluru,Singapore,Singapore,2024-03-13,2024-03-23,10,Hotel 3-star,120,Bus,56.72,185.0,832.5,USD,AED,3.67,4382.79,3164,
2972,Pune,Mumbai,India,2024-08-11,2024-08-18,7,Hotel 3-star,84,Bus,33.95,84.0,378.0,USD,EUR,0.92,533.55,120,
2973,Kolkata,Mumbai,India,2024-07-17,2024-07-20,3,Hotel 4-star,75,Bike,56.74,36.0,162.0,USD,EUR,0.92,303.36,1655,
2974,Hyderabad,Paris,France,2024-05-17,2024-05-28,11,Hostel,77,Flight,1125.0,187.0,841.5,USD,AED,3.67,8185.93,7555,
2975,Pune,Berlin,Germany,2024-01-06,2024-01-08,2,Hotel 3-star,24,Car,746.55,35.0,157.5,USD,EUR,0.92,886.01,6399,
2976,Kolkata,London,UK,2024-03-28,2024-04-07,10,Airbnb,700,Bus,36.6,190.0,855.0,USD,GBP,0.79,1407.46,7962,
2977,Pune,Mumbai,India,2024-01-15,2024-01-21,6,Airbnb,420,Flight,1115.65,72.0,324.0,USD,GBP,0.79,1526.0,120,
2978,Ahmedabad,Mumbai,India,2024-05-04,2024-05-16,12,Airbnb,840,Train,9.28,144.0,648.0,USD,GBP,0.79,1296.61,440,AC_2A
2979,Pune,Paris,France,2024-06-06,2024-06-11,5,Hotel 3-star,60,Bus,39.01,85.0,382.5,USD,AED,3.67,2079.09,7125,
2980,Bengaluru,Paris,France,2024-05-12,2024-05-17,5,Hotel 3-star,60,Bike,381.24,85.0,382.5,USD,USD,1.0,908.74,7849,
2981,Bengaluru,Tokyo,Japan,2024-05-01,2024-05-03,2,Hostel,14,Train,,28.0,126.0,USD,EUR,0.92,,6658,Raj_2A
2982,Pune,London,UK,2024-04-29,2024-05-02,3,Airbnb,210,Car,925.43,57.0,256.5,USD,EUR,0.92,1333.02,7306,
2983,Pune,Berlin,Germany,2024-03-07,2024-03-08,1,Hotel 5-star,40,Car,746.55,17.5,78.75,USD,USD,1.0,882.8,6399,
2984,Pune,Paris,France,2024-09-04,2024-09-06,2,Hotel 5-star,80,Flight,349.71,34.0,153.0,USD,USD,1.0,616.71,7125,
2985,Ahmedabad,Mumbai,India,2024-04-21,2024-04-24,3,Hotel 5-star,120,Bus,9.6,36.0,162.0,USD,INR,83.0,27190.8,440,
2986,Hyderabad,London,UK,2024-02-23,2024-02-29,6,Hostel,42,Bus,8.94,114.0,513.0,USD,AED,3.67,2488.04,7722,
2987,Pune,Dubai,UAE,2024-01-25,2024-02-04,10,Hotel 3-star,120,Bike,49.88,85.0,382.5,USD,USD,1.0,637.38,2054,
2988,Ahmedabad,Tokyo,Japan,2024-02-09,2024-02-10,1,Hotel 5-star,40,Bus,25.78,14.0,63.0,USD,AED,3.67,524.0,6529,
2989,Mumbai,Paris,France,2024-08-30,2024-09-02,3,Hostel,21,Flight,508.66,51.0,229.5,USD,AED,3.67,2973.29,7009,
2990,Chennai,Bengaluru,India,2024-02-08,2024-02-18,10,Hostel,70,Bus,17.67,120.0,540.0,USD,AED,3.67,2743.95,290,
2991,Jaipur,Bengaluru,India,2024-02-19,2024-02-23,4,Hotel 5-star,160,Bike,53.55,48.0,216.0,USD,GBP,0.79,377.26,1562,
2992,Ahmedabad,Paris,France,2024-04-08,2024-04-11,3,Hotel 5-star,120,Flight,1048.7,51.0,229.5,USD,AED,3.67,5318.56,6676,
2993,Ahmedabad,New York,USA,2024-02-02,2024-02-08,6,Hotel 3-star,72,Bus,27.97,63.0,283.5,USD,EUR,0.92,410.75,12131,
2994,Bengaluru,Paris,France,2024-03-26,2024-04-03,8,Airbnb,560,Train,,136.0,612.0,USD,GBP,0.79,,7849,JS_CC
2995,Delhi,Sydney,Australia,2024-07-19,2024-07-22,3,Hotel 5-star,120,Bike,447.56,45.0,202.5,USD,USD,1.0,815.06,10443,
2996,Bengaluru,Tokyo,Japan,2024-06-24,2024-07-02,8,Hotel 5-star,320,Car,621.41,112.0,504.0,USD,INR,83.0,129265.03,6658,
2997,Delhi,Bengaluru,India,2024-06-04,2024-06-08,4,Hotel 5-star,160,Bus,44.38,48.0,216.0,USD,GBP,0.79,370.02,1750,
2998,Jaipur,Dubai,UAE,2024-03-09,2024-03-14,5,Hotel 4-star,125,Bike,49.93,42.5,191.25,USD,JPY,153.0,62528.04,2056,
2999,Bengaluru,Dubai,UAE,2024-01-21,2024-02-02,12,Hotel 5-star,480,Flight,248.79,102.0,459.0,USD,EUR,0.92,1186.61,2705,
3000,Delhi,London,UK,2024-04-10,2024-04-19,9,Hotel 5-star,360,Car,848.29,171.0,769.5,USD,EUR,0.92,1976.89,6697,
3001,Chennai,New York,USA,2024-06-10,2024-06-14,4,Hotel 4-star,100,Bus,42.19,42.0,189.0,USD,AED,3.67,1369.61,13473,
3002,Mumbai,New York,USA,2024-03-19,2024-03-27,8,Hotel 5-star,320,Train,,84.0,378.0,USD,JPY,153.0,,12538,JS_CC
3003,Pune,Berlin,Germany,2024-07-18,2024-07-19,1,Hotel 4-star,25,Train,,17.5,78.75,USD,GBP,0.79,,6399,JS_CC
3004,Kolkata,Sydney,Australia,2024-01-13,2024-01-16,3,Hotel 3-star,36,Train,,45.0,202.5,USD,JPY,153.0,,9138,GR_3A
3005,Delhi,Singapore,Singapore,2024-02-17,2024-02-26,9,Hotel 5-star,360,Train,,166.5,749.25,USD,AED,3.67,,4157,Yuva_Other
3006,Mumbai,Tokyo,Japan,2024-02-05,2024-02-16,11,Hostel,77,Bike,268.8,154.0,693.0,USD,AED,3.67,4377.58,6720,
3007,Chennai,Berlin,Germany,2024-03-07,2024-03-14,7,Hotel 5-star,280,Car,851.55,122.5,551.25,USD,USD,1.0,1805.3,7299,
3008,Chennai,Tokyo,Japan,2024-04-18,2024-04-26,8,Hostel,56,Car,598.36,112.0,504.0,USD,INR,83.0,105439.88,6411,
3009,Delhi,Berlin,Germany,2024-03-11,2024-03-21,10,Hotel 4-star,250,Train,41.51,175.0,787.5,USD,EUR,0.92,1153.69,5766,Ord_FC
3010,Delhi,Tokyo,Japan,2024-01-28,2024-02-06,9,Hotel 4-star,225,Flight,666.0,126.0,567.0,USD,AED,3.67,5813.28,5839,
3011,Jaipur,Dubai,UAE,2024-08-16,2024-08-20,4,Hostel,28,Bike,49.93,34.0,153.0,USD,EUR,0.92,243.74,2056,
3012,Mumbai,London,UK,2024-03-09,2024-03-15,6,Airbnb,420,Car,910.99,114.0,513.0,USD,JPY,153.0,299572.47,7192,
3013,Surat,Tokyo,Japan,2024-04-28,2024-05-04,6,Hotel 3-star,72,Car,616.65,84.0,378.0,USD,AED,3.67,4222.89,6607,
3014,Pune,New York,USA,2024-02-07,2024-02-14,7,Hotel 3-star,84,Train,,73.5,330.75,USD,USD,1.0,,12639,GR_CC
3015,Jaipur,Paris,France,2024-03-15,2024-03-24,9,Hotel 3-star,108,Bike,321.15,153.0,688.5,USD,JPY,153.0,194409.45,6612,
3016,Jaipur,Berlin,Germany,2024-01-17,2024-01-26,9,Hotel 4-star,225,Bus,38.28,157.5,708.75,USD,AED,3.67,4145.38,5822,
3017,Kolkata,Berlin,Germany,2024-04-18,2024-04-29,11,Hotel 5-star,440,Train,,192.5,866.25,USD,AED,3.67,,7031,Raj_2A
3018,Hyderabad,Berlin,Germany,2024-03-10,2024-03-17,7,Hotel 5-star,280,Bus,43.09,122.5,551.25,USD,JPY,153.0,152516.52,6805,
3019,Delhi,Sydney,Australia,2024-02-05,2024-02-14,9,Hotel 3-star,108,Train,,135.0,607.5,USD,EUR,0.92,,10443,Sha_EC
3020,Kolkata,Bengaluru,India,2024-05-14,2024-05-21,7,Hotel 5-star,280,Bike,53.52,84.0,378.0,USD,JPY,153.0,121714.56,1561,
3021,Ahmedabad,Singapore,Singapore,2024-07-02,2024-07-14,12,Hostel,84,Car,511.09,222.0,999.0,USD,INR,83.0,150735.47,4144,
3022,Kolkata,New York,USA,2024-06-17,2024-06-22,5,Airbnb,350,Train,7.34,52.5,236.25,USD,GBP,0.79,510.41,12746,Exp_2S
3023,Hyderabad,Berlin,Germany,2024-06-15,2024-06-27,12,Hotel 5-star,480,Train,,210.0,945.0,USD,AED,3.67,,6805,Sha_EC
3024,Jaipur,Tokyo,Japan,2024-02-17,2024-02-28,11,Hotel 3-star,132,Flight,129.48,154.0,693.0,USD,EUR,0.92,1019.8,6042,
3025,Kolkata,Paris,France,2024-02-09,2024-02-13,4,Hostel,28,Bus,53.59,68.0,306.0,USD,GBP,0.79,359.92,7856,
3026,Ahmedabad,Mumbai,India,2024-03-17,2024-03-29,12,Hostel,84,Flight,329.86,144.0,648.0,USD,INR,83.0,100086.38,440,
3027,Ahmedabad,New York,USA,2024-05-19,2024-05-28,9,Hotel 5-star,360,Bike,363.93,94.5,425.25,USD,EUR,0.92,1144.19,12131,
3028,Kolkata,New York,USA,2024-02-25,2024-02-29,4,Airbnb,280,Bus,15.94,42.0,189.0,USD,USD,1.0,526.94,12746,
3029,Jaipur,Sydney,Australia,2024-03-21,2024-03-30,9,Hotel 4-star,225,Train,,135.0,607.5,USD,EUR,0.92,,10428,GR_3A
3030,Ahmedabad,Bengaluru,India,2024-04-28,2024-05-06,8,Airbnb,560,Bike,42.41,96.0,432.0,USD,USD,1.0,1130.41,1237,
3031,Jaipur,Singapore,Singapore,2024-05-05,2024-05-14,9,Hostel,63,Flight,927.48,166.5,749.25,USD,USD,1.0,1906.23,4126,
3032,Kolkata,Paris,France,2024-06-24,2024-07-06,12,Hotel 4-star,300,Bus,9.99,204.0,918.0,USD,GBP,0.79,1131.27,7856,
3033,Mumbai,New York,USA,2024-07-21,2024-07-31,10,Hostel,70,Car,877.66,105.0,472.5,USD,JPY,153.0,233349.48,12538,
3034,Chennai,New York,USA,2024-05-30,2024-06-02,3,Hotel 5-star,120,Flight,244.16,31.5,141.75,USD,USD,1.0,537.41,13473,
3035,Pune,London,UK,2024-05-30,2024-06-09,10,Hotel 5-star,400,Train,,190.0,855.0,USD,EUR,0.92,,7306,Yuva_Other
3036,Jaipur,Sydney,Australia,2024-02-10,2024-02-16,6,Hotel 5-star,240,Bus,39.11,90.0,405.0,USD,INR,83.0,64251.13,10428,
3037,Bengaluru,Singapore,Singapore,2024-06-07,2024-06-12,5,Hotel 4-star,125,Bike,167.24,92.5,416.25,USD,EUR,0.92,736.91,3164,
3038,Pune,London,UK,2024-05-30,2024-06-02,3,Airbnb,210,Train,,57.0,256.5,USD,INR,83.0,,7306,Sha_EC
3039,Chennai,Dubai,UAE,2024-02-23,2024-03-05,11,Hotel 3-star,132,Train,,93.5,420.75,USD,USD,1.0,,2944,Yuva_18_35
3040,Bengaluru,London,UK,2024-03-12,2024-03-20,8,Hotel 3-star,96,Flight,1129.54,152.0,684.0,USD,INR,83.0,171107.82,8035,
3041,Bengaluru,New York,USA,2024-04-21,2024-04-25,4,Hotel 3-star,48,Bike,401.04,42.0,189.0,USD,GBP,0.79,537.23,13368,
3042,Bengaluru,Berlin,Germany,2024-03-02,2024-03-08,6,Airbnb,420,Car,831.95,105.0,472.5,USD,GBP,0.79,1445.27,7131,
3043,Mumbai,Bengaluru,India,2024-08-24,2024-08-27,3,Hotel 3-star,36,Flight,952.84,36.0,162.0,USD,GBP,0.79,937.6,845,
3044,Ahmedabad,Sydney,Australia,2024-04-27,2024-04-28,1,Airbnb,70,Flight,517.97,15.0,67.5,USD,GBP,0.79,529.67,10437,
3045,Jaipur,Berlin,Germany,2024-04-15,2024-04-24,9,Hotel 3-star,108,Flight,614.24,157.5,708.75,USD,JPY,153.0,243038.97,5822,
3046,Kolkata,Singapore,Singapore,2024-08-03,2024-08-11,8,Hotel 3-star,96,Bike,152.81,148.0,666.0,USD,INR,83.0,88213.23,2891,
3047,Delhi,Sydney,Australia,2024-07-16,2024-07-21,5,Hotel 4-star,125,Flight,133.92,75.0,337.5,USD,JPY,153.0,102727.26,10443,
3048,Chennai,Sydney,Australia,2024-01-21,2024-01-26,5,Hotel 5-star,200,Car,912.6,75.0,337.5,USD,AED,3.67,5597.12,9126,
3049,Chennai,Paris,France,2024-04-13,2024-04-19,6,Hostel,42,Train,,102.0,459.0,USD,INR,83.0,,8036,JS_2S
3050,Kolkata,London,UK,2024-02-17,2024-02-25,8,Hotel 5-star,320,Bus,10.2,152.0,684.0,USD,JPY,153.0,178428.6,7962,
3051,Surat,London,UK,2024-01-02,2024-01-13,11,Airbnb,770,Flight,117.28,209.0,940.5,USD,INR,83.0,169052.74,7014,
3052,Chennai,Sydney,Australia,2024-02-26,2024-03-04,7,Hostel,49,Car,912.6,105.0,472.5,USD,USD,1.0,1539.1,9126,
3053,Surat,Sydney,Australia,2024-02-11,2024-02-18,7,Hotel 5-star,280,Bus,51.04,105.0,472.5,USD,EUR,0.92,835.86,10296,
3054,Hyderabad,Berlin,Germany,2024-03-17,2024-03-19,2,Airbnb,140,Bike,340.25,35.0,157.5,USD,GBP,0.79,531.47,6805,
3055,Delhi,Sydney,Australia,2024-03-19,2024-03-24,5,Hotel 5-star,200,Bike,447.56,75.0,337.5,USD,USD,1.0,1060.06,10443,
3056,Hyderabad,Dubai,UAE,2024-03-10,2024-03-22,12,Hotel 5-star,480,Bike,62.0,102.0,459.0,USD,INR,83.0,91549.0,2553,
3057,Delhi,Tokyo,Japan,2024-02-21,2024-03-04,12,Hotel 4-star,300,Bike,233.56,168.0,756.0,USD,JPY,153.0,223006.68,5839,
3058,Bengaluru,Tokyo,Japan,2024-04-06,2024-04-18,12,Hotel 3-star,144,Car,621.41,168.0,756.0,USD,EUR,0.92,1554.26,6658,
3059,Mumbai,Berlin,Germany,2024-06-19,2024-06-28,9,Airbnb,630,Bike,314.3,157.5,708.75,USD,INR,83.0,150275.65,6286,
3060,Chennai,Paris,France,2024-08-06,2024-08-08,2,Hotel 4-star,50,Bike,390.32,34.0,153.0,USD,GBP,0.79,495.58,8036,
3061,Bengaluru,Singapore,Singapore,2024-06-11,2024-06-14,3,Hotel 3-star,36,Flight,595.31,55.5,249.75,USD,USD,1.0,936.56,3164,
3062,Hyderabad,Paris,France,2024-03-11,2024-03-16,5,Hotel 4-star,125,Car,856.23,85.0,382.5,USD,JPY,153.0,221655.69,7555,
3063,Surat,Singapore,Singapore,2024-08-20,2024-08-27,7,Hostel,49,Bus,43.34,129.5,582.75,USD,INR,83.0,66780.97,4017,
3064,Pune,New York,USA,2024-08-24,2024-08-26,2,Hostel,14,Bike,379.17,21.0,94.5,USD,INR,83.0,42219.61,12639,
3065,Mumbai,Bengaluru,India,2024-08-12,2024-08-17,5,Hotel 4-star,125,Train,21.69,60.0,270.0,USD,USD,1.0,476.69,845,Sha_EC
3066,Hyderabad,Paris,France,2024-04-30,2024-05-07,7,Hotel 3-star,84,Flight,1063.06,119.0,535.5,USD,USD,1.0,1801.56,7555,
3067,Pune,Paris,France,2024-02-16,2024-02-26,10,Airbnb,700,Bike,346.07,170.0,765.0,USD,EUR,0.92,1822.58,7125,
3068,Hyderabad,Tokyo,Japan,2024-01-02,2024-01-14,12,Airbnb,840,Flight,568.75,168.0,756.0,USD,AED,3.67,8561.19,6311,
3069,Chennai,Dubai,UAE,2024-03-10,2024-03-17,7,Hotel 3-star,84,Bus,21.1,59.5,267.75,USD,GBP,0.79,341.56,2944,
3070,Jaipur,Mumbai,India,2024-04-24,2024-04-28,4,Hotel 5-star,160,Flight,1167.12,48.0,216.0,USD,GBP,0.79,1256.98,921,
3071,Chennai,New York,USA,2024-06-19,2024-06-27,8,Airbnb,560,Flight,227.7,84.0,378.0,USD,INR,83.0,103725.1,13473,
3072,Hyderabad,Singapore,Singapore,2024-03-16,2024-03-21,5,Hotel 4-star,125,Flight,611.52,92.5,416.25,USD,INR,83.0,103357.41,3293,
3073,Chennai,Singapore,Singapore,2024-06-23,2024-06-24,1,Hotel 4-star,25,Flight,482.02,18.5,83.25,USD,GBP,0.79,480.93,2902,
3074,Delhi,New York,USA,2024-02-25,2024-02-27,2,Hotel 3-star,24,Bus,46.85,21.0,94.5,USD,USD,1.0,186.35,11742,
3075,Ahmedabad,Mumbai,India,2024-06-27,2024-07-06,9,Hotel 3-star,108,Flight,168.4,108.0,486.0,USD,JPY,153.0,133171.2,440,
3076,Pune,Tokyo,Japan,2024-06-08,2024-06-17,9,Hotel 5-star,360,Car,621.97,126.0,567.0,USD,INR,83.0,139022.51,6664,
3077,Hyderabad,Bengaluru,India,2024-08-12,2024-08-22,10,Hotel 4-star,250,Bike,17.14,120.0,540.0,USD,AED,3.67,3402.6,500,
3078,Surat,Singapore,Singapore,2024-04-22,2024-05-04,12,Hotel 3-star,144,Bike,212.33,222.0,999.0,USD,USD,1.0,1577.33,4017,
3079,Ahmedabad,Mumbai,India,2024-02-27,2024-03-10,12,Hotel 3-star,144,Car,35.2,144.0,648.0,USD,INR,83.0,80609.6,440,
3080,Surat,New York,USA,2024-07-28,2024-07-31,3,Hotel 5-star,120,Flight,149.84,31.5,141.75,USD,INR,83.0,36776.47,12327,
3081,Delhi,Bengaluru,India,2024-02-06,2024-02-13,7,Hotel 3-star,84,Flight,290.75,84.0,378.0,USD,AED,3.67,3070.87,1750,
3082,Hyderabad,Singapore,Singapore,2024-05-16,2024-05-17,1,Hostel,7,Bike,174.06,18.5,83.25,USD,AED,3.67,1037.91,3293,
3083,Kolkata,Tokyo,Japan,2024-03-09,2024-03-11,2,Hotel 4-star,50,Bus,41.62,28.0,126.0,USD,INR,83.0,20386.46,5130,
3084,Bengaluru,Singapore,Singapore,2024-06-22,2024-07-02,10,Airbnb,700,Car,390.23,185.0,832.5,USD,EUR,0.92,1939.11,3164,
3085,Bengaluru,Singapore,Singapore,2024-09-06,2024-09-12,6,Hostel,42,Flight,103.03,111.0,499.5,USD,GBP,0.79,596.87,3164,
3086,Kolkata,Bengaluru,India,2024-05-23,2024-06-03,11,Hostel,77,Flight,306.25,132.0,594.0,USD,USD,1.0,1109.25,1561,
3087,Jaipur,Paris,France,2024-01-28,2024-02-07,10,Hotel 5-star,400,Train,41.51,170.0,765.0,USD,USD,1.0,1376.51,6612,Ord_FC
3088,Kolkata,Paris,France,2024-04-14,2024-04-20,6,Airbnb,420,Train,41.51,102.0,459.0,USD,USD,1.0,1022.51,7856,Ord_FC
3089,Delhi,London,UK,2024-04-12,2024-04-19,7,Airbnb,490,Car,848.29,133.0,598.5,USD,EUR,0.92,1904.21,6697,
3090,Mumbai,New York,USA,2024-05-16,2024-05-28,12,Hotel 3-star,144,Flight,269.85,126.0,567.0,USD,GBP,0.79,874.41,12538,
3091,Pune,New York,USA,2024-02-19,2024-02-23,4,Hotel 5-star,160,Car,884.73,42.0,189.0,USD,USD,1.0,1275.73,12639,
3092,Mumbai,London,UK,2024-01-25,2024-01-29,4,Hotel 3-star,48,Train,45.24,76.0,342.0,USD,INR,83.0,42432.92,7192,Exp_FC
3093,Jaipur,Dubai,UAE,2024-03-01,2024-03-08,7,Hotel 4-star,175,Bus,55.93,59.5,267.75,USD,EUR,0.92,513.53,2056,
3094,Jaipur,Bengaluru,India,2024-02-05,2024-02-07,2,Hostel,14,Bus,38.84,24.0,108.0,USD,EUR,0.92,170.05,1562,
3095,Ahmedabad,Mumbai,India,2024-02-27,2024-03-10,12,Hotel 5-star,480,Flight,930.41,144.0,648.0,USD,AED,3.67,8082.84,440,
3096,Ahmedabad,Sydney,Australia,2024-04-22,2024-04-26,4,Hotel 5-star,160,Train,,60.0,270.0,USD,INR,83.0,,10437,Yuva_Other
3097,Surat,Mumbai,India,2024-05-14,2024-05-21,7,Hotel 5-star,280,Bike,7.99,84.0,378.0,USD,GBP,0.79,592.49,233,
3098,Mumbai,Bengaluru,India,2024-03-17,2024-03-23,6,Airbnb,420,Bike,28.97,72.0,324.0,USD,USD,1.0,844.97,845,
3099,Ahmedabad,Mumbai,India,2024-01-24,2024-01-26,2,Hotel 5-star,80,Car,35.2,24.0,108.0,USD,AED,3.67,907.22,440,
3100,Hyderabad,Dubai,UAE,2024-07-31,2024-08-08,8,Hostel,56,Bike,62.0,68.0,306.0,USD,GBP,0.79,388.68,2553,
3101,Chennai,Bengaluru,India,2024-01-02,2024-01-05,3,Airbnb,210,Flight,932.22,36.0,162.0,USD,GBP,0.79,1058.77,290,
3102,Ahmedabad,Singapore,Singapore,2024-02-13,2024-02-17,4,Hotel 3-star,48,Bike,219.04,74.0,333.0,USD,USD,1.0,674.04,4144,
3103,Chennai,Bengaluru,India,2024-07-10,2024-07-18,8,Hostel,56,Bus,21.16,96.0,432.0,USD,EUR,0.92,556.75,290,
3104,Bengaluru,New York,USA,2024-02-25,2024-02-27,2,Airbnb,140,Bus,20.77,21.0,94.5,USD,GBP,0.79,218.25,13368,
3105,Ahmedabad,Dubai,UAE,2024-07-02,2024-07-14,12,Hostel,84,Flight,1007.38,102.0,459.0,USD,AED,3.67,6064.23,1771,
3106,Pune,Berlin,Germany,2024-04-05,2024-04-12,7,Hostel,49,Flight,739.96,122.5,551.25,USD,AED,3.67,5368.15,6399,
3107,Mumbai,New York,USA,2024-06-27,2024-07-09,12,Hotel 4-star,300,Flight,437.1,126.0,567.0,USD,AED,3.67,5248.47,12538,
3108,Ahmedabad,Singapore,Singapore,2024-07-01,2024-07-04,3,Hotel 4-star,75,Flight,665.69,55.5,249.75,USD,INR,83.0,86813.02,4144,
3109,Surat,Berlin,Germany,2024-03-10,2024-03-22,12,Airbnb,840,Flight,287.3,210.0,945.0,USD,INR,83.0,189430.9,6103,
3110,Bengaluru,Singapore,Singapore,2024-04-05,2024-04-06,1,Hostel,7,Flight,247.18,18.5,83.25,USD,USD,1.0,355.93,3164,
3111,Pune,Bengaluru,India,2024-02-03,2024-02-13,10,Hotel 4-star,250,Train,3.7,120.0,540.0,USD,INR,83.0,75837.1,735,Exp_SL
3112,Ahmedabad,Singapore,Singapore,2024-07-04,2024-07-11,7,Hotel 5-star,280,Flight,354.55,129.5,582.75,USD,GBP,0.79,1063.97,4144,
3113,Ahmedabad,Paris,France,2024-03-03,2024-03-04,1,Airbnb,70,Car,756.61,17.0,76.5,USD,EUR,0.92,846.5,6676,
3114,Hyderabad,Berlin,Germany,2024-05-03,2024-05-14,11,Hotel 5-star,440,Bike,340.25,192.5,866.25,USD,JPY,153.0,281367.0,6805,
3115,Kolkata,Dubai,UAE,2024-03-06,2024-03-15,9,Airbnb,630,Bike,81.82,76.5,344.25,USD,INR,83.0,94003.31,3369,
3116,Surat,Paris,France,2024-02-02,2024-02-10,8,Airbnb,560,Train,,136.0,612.0,USD,AED,3.67,,6840,GR_CC
3117,Delhi,Mumbai,India,2024-04-11,2024-04-12,1,Hotel 4-star,25,Bus,33.14,12.0,54.0,USD,INR,83.0,10303.62,1153,
3118,Bengaluru,Singapore,Singapore,2024-03-07,2024-03-14,7,Airbnb,490,Bus,28.88,129.5,582.75,USD,USD,1.0,1231.13,3164,
3119,Ahmedabad,Tokyo,Japan,2024-07-05,2024-07-09,4,Hostel,28,Bus,30.52,56.0,252.0,USD,GBP,0.79,289.55,6529,
3120,Hyderabad,New York,USA,2024-05-23,2024-05-31,8,Hotel 4-star,200,Flight,242.94,84.0,378.0,USD,JPY,153.0,138455.82,12958,
3121,Pune,Tokyo,Japan,2024-07-23,2024-07-30,7,Hotel 5-star,280,Bus,8.13,98.0,441.0,USD,INR,83.0,68651.79,6664,
3122,Pune,Singapore,Singapore,2024-08-13,2024-08-17,4,Airbnb,280,Car,466.69,74.0,333.0,USD,USD,1.0,1153.69,3784,
3123,Mumbai,New York,USA,2024-06-30,2024-07-07,7,Airbnb,490,Bus,38.24,73.5,330.75,USD,GBP,0.79,736.67,12538,
3124,Delhi,Berlin,Germany,2024-04-01,2024-04-07,6,Hotel 4-star,150,Train,45.94,105.0,472.5,USD,GBP,0.79,611.02,5766,AC_2A
3125,Chennai,Singapore,Singapore,2024-06-20,2024-06-28,8,Hotel 5-star,320,Car,357.91,148.0,666.0,USD,USD,1.0,1491.91,2902,
